TxSeq,StratTime,EndTime,TimeUse
5279080,2025-03-02T10:31:29.879312Z,2025-03-02T10:31:29.879314Z,2
5279081,2025-03-02T10:31:29.879298Z,2025-03-02T10:31:29.879306Z,8
5279082,2025-03-02T10:31:42.205997Z,2025-03-02T10:31:42.206003Z,6
5279083,2025-03-02T10:31:42.205990Z,2025-03-02T10:31:42.206005Z,15
5279084,2025-03-02T10:31:42.206006Z,2025-03-02T10:31:42.206011Z,5
5279085,2025-03-02T10:31:42.206005Z,2025-03-02T10:31:42.206012Z,7
5279086,2025-03-02T10:31:42.205989Z,2025-03-02T10:31:42.206001Z,12
5279087,2025-03-02T10:31:42.362762Z,2025-03-02T10:31:42.362768Z,6
5279088,2025-03-02T10:31:42.362750Z,2025-03-02T10:31:42.362755Z,5
5279089,2025-03-02T10:31:42.362757Z,2025-03-02T10:31:42.362758Z,1
5279090,2025-03-02T10:31:42.362758Z,2025-03-02T10:31:42.362763Z,5
5279091,2025-03-02T10:31:42.362747Z,2025-03-02T10:31:42.362753Z,6
5279092,2025-03-02T10:31:47.803688Z,2025-03-02T10:31:47.803689Z,1
5279093,2025-03-02T10:31:47.803690Z,2025-03-02T10:31:47.803692Z,2
5279094,2025-03-02T10:31:47.803680Z,2025-03-02T10:31:47.803687Z,7
5279095,2025-03-02T10:31:47.803682Z,2025-03-02T10:31:47.803685Z,3
5279096,2025-03-02T10:31:47.803687Z,2025-03-02T10:31:47.803691Z,4
5279097,2025-03-02T10:31:47.803674Z,2025-03-02T10:31:47.803683Z,9
5279098,2025-03-02T10:31:59.959908Z,2025-03-02T10:31:59.959912Z,4
5279099,2025-03-02T10:31:59.959895Z,2025-03-02T10:31:59.959901Z,6
5279100,2025-03-02T10:31:59.959903Z,2025-03-02T10:31:59.959904Z,1
5279101,2025-03-02T10:31:59.959906Z,2025-03-02T10:31:59.959907Z,1
5279102,2025-03-02T10:31:59.959893Z,2025-03-02T10:31:59.959899Z,6
5279103,2025-03-02T10:32:11.826842Z,2025-03-02T10:32:11.826844Z,2
5279104,2025-03-02T10:32:11.826826Z,2025-03-02T10:32:11.826840Z,14
5279105,2025-03-02T10:32:11.826833Z,2025-03-02T10:32:11.826837Z,4
5279106,2025-03-02T10:32:11.826841Z,2025-03-02T10:32:11.826842Z,1
5279107,2025-03-02T10:32:11.826826Z,2025-03-02T10:32:11.826837Z,11
5279108,2025-03-02T10:32:18.048216Z,2025-03-02T10:32:18.048221Z,5
5279109,2025-03-02T10:32:18.048231Z,2025-03-02T10:32:18.048235Z,4
5279110,2025-03-02T10:32:18.048212Z,2025-03-02T10:32:18.048220Z,8
5279111,2025-03-02T10:32:30.153123Z,2025-03-02T10:32:30.153126Z,3
5279112,2025-03-02T10:32:30.153114Z,2025-03-02T10:32:30.153119Z,5
5279113,2025-03-02T10:32:30.153118Z,2025-03-02T10:32:30.153119Z,1
5279114,2025-03-02T10:32:30.153121Z,2025-03-02T10:32:30.153122Z,1
5279115,2025-03-02T10:32:30.153109Z,2025-03-02T10:32:30.153114Z,5
5279116,2025-03-02T10:32:35.868493Z,2025-03-02T10:32:35.868500Z,7
5279117,2025-03-02T10:32:35.868506Z,2025-03-02T10:32:35.868508Z,2
5279118,2025-03-02T10:32:35.868502Z,2025-03-02T10:32:35.868506Z,4
5279119,2025-03-02T10:32:35.868504Z,2025-03-02T10:32:35.868506Z,2
5279120,2025-03-02T10:32:35.868493Z,2025-03-02T10:32:35.868500Z,7
5279121,2025-03-02T10:32:42.149024Z,2025-03-02T10:32:42.149037Z,13
5279122,2025-03-02T10:32:42.149030Z,2025-03-02T10:32:42.149044Z,14
5279123,2025-03-02T10:32:42.149040Z,2025-03-02T10:32:42.149045Z,5
5279124,2025-03-02T10:32:42.149026Z,2025-03-02T10:32:42.149042Z,16
5279125,2025-03-02T10:32:47.806785Z,2025-03-02T10:32:47.806791Z,6
5279126,2025-03-02T10:32:47.806793Z,2025-03-02T10:32:47.806796Z,3
5279127,2025-03-02T10:32:47.806780Z,2025-03-02T10:32:47.806787Z,7
5279128,2025-03-02T10:32:54.117059Z,2025-03-02T10:32:54.117060Z,1
5279129,2025-03-02T10:32:54.117059Z,2025-03-02T10:32:54.117061Z,2
5279130,2025-03-02T10:32:54.117049Z,2025-03-02T10:32:54.117054Z,5
5279131,2025-03-02T10:32:54.117056Z,2025-03-02T10:32:54.117057Z,1
5279132,2025-03-02T10:32:54.117062Z,2025-03-02T10:32:54.117069Z,7
5279133,2025-03-02T10:32:54.117058Z,2025-03-02T10:32:54.117060Z,2
5279134,2025-03-02T10:32:54.117043Z,2025-03-02T10:32:54.117052Z,9
5279135,2025-03-02T10:32:59.768916Z,2025-03-02T10:32:59.768918Z,2
5279136,2025-03-02T10:32:59.768904Z,2025-03-02T10:32:59.768920Z,16
5279137,2025-03-02T10:32:59.768911Z,2025-03-02T10:32:59.768916Z,5
5279138,2025-03-02T10:32:59.768902Z,2025-03-02T10:32:59.768915Z,13
5279139,2025-03-02T10:33:06.066433Z,2025-03-02T10:33:06.066436Z,3
5279140,2025-03-02T10:33:06.066421Z,2025-03-02T10:33:06.066427Z,6
5279141,2025-03-02T10:33:06.066428Z,2025-03-02T10:33:06.066429Z,1
5279142,2025-03-02T10:33:06.066417Z,2025-03-02T10:33:06.066423Z,6
5279143,2025-03-02T10:33:18.164157Z,2025-03-02T10:33:18.164166Z,9
5279144,2025-03-02T10:33:18.164155Z,2025-03-02T10:33:18.164166Z,11
5279145,2025-03-02T10:33:23.765791Z,2025-03-02T10:33:23.765799Z,8
5279146,2025-03-02T10:33:23.765792Z,2025-03-02T10:33:23.765797Z,5
5279147,2025-03-02T10:33:23.765784Z,2025-03-02T10:33:23.765790Z,6
5279148,2025-03-02T10:33:29.962662Z,2025-03-02T10:33:29.962669Z,7
5279149,2025-03-02T10:33:29.962657Z,2025-03-02T10:33:29.962668Z,11
5279150,2025-03-02T10:33:36.188051Z,2025-03-02T10:33:36.188057Z,6
5279151,2025-03-02T10:33:36.188060Z,2025-03-02T10:33:36.188068Z,8
5279152,2025-03-02T10:33:36.188059Z,2025-03-02T10:33:36.188060Z,1
5279153,2025-03-02T10:33:36.188050Z,2025-03-02T10:33:36.188055Z,5
5279154,2025-03-02T10:33:41.836855Z,2025-03-02T10:33:41.836864Z,9
5279155,2025-03-02T10:33:41.836862Z,2025-03-02T10:33:41.836867Z,5
5279156,2025-03-02T10:33:41.836867Z,2025-03-02T10:33:41.836869Z,2
5279157,2025-03-02T10:33:41.836856Z,2025-03-02T10:33:41.836863Z,7
5279158,2025-03-02T10:33:54.074785Z,2025-03-02T10:33:54.074786Z,1
5279159,2025-03-02T10:33:54.074774Z,2025-03-02T10:33:54.074780Z,6
5279160,2025-03-02T10:33:54.074787Z,2025-03-02T10:33:54.074795Z,8
5279161,2025-03-02T10:33:54.074770Z,2025-03-02T10:33:54.074779Z,9
5279162,2025-03-02T10:33:59.658918Z,2025-03-02T10:33:59.658927Z,9
5279163,2025-03-02T10:33:59.658932Z,2025-03-02T10:33:59.658935Z,3
5279164,2025-03-02T10:33:59.658928Z,2025-03-02T10:33:59.658934Z,6
5279165,2025-03-02T10:33:59.658931Z,2025-03-02T10:33:59.658932Z,1
5279166,2025-03-02T10:33:59.658919Z,2025-03-02T10:33:59.658926Z,7
5279167,2025-03-02T10:34:05.937789Z,2025-03-02T10:34:05.937790Z,1
5279168,2025-03-02T10:34:05.937777Z,2025-03-02T10:34:05.937784Z,7
5279169,2025-03-02T10:34:05.937786Z,2025-03-02T10:34:05.937787Z,1
5279170,2025-03-02T10:34:05.937789Z,2025-03-02T10:34:05.937792Z,3
5279171,2025-03-02T10:34:05.937788Z,2025-03-02T10:34:05.937793Z,5
5279172,2025-03-02T10:34:05.937791Z,2025-03-02T10:34:05.937794Z,3
5279173,2025-03-02T10:34:05.937778Z,2025-03-02T10:34:05.937783Z,5
5279174,2025-03-02T10:34:12.063285Z,2025-03-02T10:34:12.063291Z,6
5279175,2025-03-02T10:34:12.063280Z,2025-03-02T10:34:12.063289Z,9
5279176,2025-03-02T10:34:17.796982Z,2025-03-02T10:34:17.796987Z,5
5279177,2025-03-02T10:34:17.796970Z,2025-03-02T10:34:17.796980Z,10
5279178,2025-03-02T10:34:17.796986Z,2025-03-02T10:34:17.796988Z,2
5279179,2025-03-02T10:34:17.796991Z,2025-03-02T10:34:17.796995Z,4
5279180,2025-03-02T10:34:17.796983Z,2025-03-02T10:34:17.796991Z,8
5279181,2025-03-02T10:34:17.796985Z,2025-03-02T10:34:17.796986Z,1
5279182,2025-03-02T10:34:17.796989Z,2025-03-02T10:34:17.796990Z,1
5279183,2025-03-02T10:34:17.796972Z,2025-03-02T10:34:17.796980Z,8
5279184,2025-03-02T10:34:24.102843Z,2025-03-02T10:34:24.102849Z,6
5279185,2025-03-02T10:34:24.102854Z,2025-03-02T10:34:24.102855Z,1
5279186,2025-03-02T10:34:24.102845Z,2025-03-02T10:34:24.102851Z,6
5279187,2025-03-02T10:34:24.102853Z,2025-03-02T10:34:24.102857Z,4
5279188,2025-03-02T10:34:24.102853Z,2025-03-02T10:34:24.102854Z,1
5279189,2025-03-02T10:34:24.102842Z,2025-03-02T10:34:24.102850Z,8
5279190,2025-03-02T10:34:36.178887Z,2025-03-02T10:34:36.178894Z,7
5279191,2025-03-02T10:34:36.178872Z,2025-03-02T10:34:36.178880Z,8
5279192,2025-03-02T10:34:36.178881Z,2025-03-02T10:34:36.178882Z,1
5279193,2025-03-02T10:34:36.178870Z,2025-03-02T10:34:36.178876Z,6
5279194,2025-03-02T10:34:41.886225Z,2025-03-02T10:34:41.886233Z,8
5279195,2025-03-02T10:34:41.886223Z,2025-03-02T10:34:41.886233Z,10
5279196,2025-03-02T10:34:48.104872Z,2025-03-02T10:34:48.104875Z,3
5279197,2025-03-02T10:34:48.104869Z,2025-03-02T10:34:48.104872Z,3
5279198,2025-03-02T10:34:48.104876Z,2025-03-02T10:34:48.104883Z,7
5279199,2025-03-02T10:34:48.104875Z,2025-03-02T10:34:48.104877Z,2
5279200,2025-03-02T10:34:48.104864Z,2025-03-02T10:34:48.104871Z,7
5279201,2025-03-02T10:34:53.659579Z,2025-03-02T10:34:53.659586Z,7
5279202,2025-03-02T10:34:53.659590Z,2025-03-02T10:34:53.659596Z,6
5279203,2025-03-02T10:34:53.659575Z,2025-03-02T10:34:53.659583Z,8
5279204,2025-03-02T10:34:59.923482Z,2025-03-02T10:34:59.923484Z,2
5279205,2025-03-02T10:34:59.923470Z,2025-03-02T10:34:59.923478Z,8
5279206,2025-03-02T10:34:59.923486Z,2025-03-02T10:34:59.923488Z,2
5279207,2025-03-02T10:34:59.923481Z,2025-03-02T10:34:59.923486Z,5
5279208,2025-03-02T10:34:59.923482Z,2025-03-02T10:34:59.923483Z,1
5279209,2025-03-02T10:34:59.923484Z,2025-03-02T10:34:59.923486Z,2
5279210,2025-03-02T10:34:59.923472Z,2025-03-02T10:34:59.923477Z,5
5279211,2025-03-02T10:35:06.127080Z,2025-03-02T10:35:06.127084Z,4
5279212,2025-03-02T10:35:06.127083Z,2025-03-02T10:35:06.127086Z,3
5279213,2025-03-02T10:35:06.127068Z,2025-03-02T10:35:06.127078Z,10
5279214,2025-03-02T10:35:06.127089Z,2025-03-02T10:35:06.127092Z,3
5279215,2025-03-02T10:35:06.127080Z,2025-03-02T10:35:06.127087Z,7
5279216,2025-03-02T10:35:06.127082Z,2025-03-02T10:35:06.127083Z,1
5279217,2025-03-02T10:35:06.127087Z,2025-03-02T10:35:06.127089Z,2
5279218,2025-03-02T10:35:06.127068Z,2025-03-02T10:35:06.127077Z,9
5279219,2025-03-02T10:35:18.186630Z,2025-03-02T10:35:18.186634Z,4
5279220,2025-03-02T10:35:18.186623Z,2025-03-02T10:35:18.186629Z,6
5279221,2025-03-02T10:35:18.186635Z,2025-03-02T10:35:18.186636Z,1
5279222,2025-03-02T10:35:18.186620Z,2025-03-02T10:35:18.186630Z,10
5279223,2025-03-02T10:35:23.835654Z,2025-03-02T10:35:23.835662Z,8
5279224,2025-03-02T10:35:30.079004Z,2025-03-02T10:35:30.079011Z,7
5279225,2025-03-02T10:35:30.079021Z,2025-03-02T10:35:30.079023Z,2
5279226,2025-03-02T10:35:30.079017Z,2025-03-02T10:35:30.079018Z,1
5279227,2025-03-02T10:35:30.079011Z,2025-03-02T10:35:30.079015Z,4
5279228,2025-03-02T10:35:30.079011Z,2025-03-02T10:35:30.079013Z,2
5279229,2025-03-02T10:35:30.079014Z,2025-03-02T10:35:30.079021Z,7
5279230,2025-03-02T10:35:30.079015Z,2025-03-02T10:35:30.079016Z,1
5279231,2025-03-02T10:35:30.079001Z,2025-03-02T10:35:30.079007Z,6
5279232,2025-03-02T10:35:36.382699Z,2025-03-02T10:35:36.382705Z,6
5279233,2025-03-02T10:35:36.382708Z,2025-03-02T10:35:36.382712Z,4
5279234,2025-03-02T10:35:36.382692Z,2025-03-02T10:35:36.382700Z,8
5279235,2025-03-02T10:35:42.062036Z,2025-03-02T10:35:42.062039Z,3
5279236,2025-03-02T10:35:42.062039Z,2025-03-02T10:35:42.062041Z,2
5279237,2025-03-02T10:35:42.062028Z,2025-03-02T10:35:42.062035Z,7
5279238,2025-03-02T10:35:42.062038Z,2025-03-02T10:35:42.062040Z,2
5279239,2025-03-02T10:35:42.062041Z,2025-03-02T10:35:42.062047Z,6
5279240,2025-03-02T10:35:42.062042Z,2025-03-02T10:35:42.062043Z,1
5279241,2025-03-02T10:35:42.062026Z,2025-03-02T10:35:42.062034Z,8
5279242,2025-03-02T10:35:47.688682Z,2025-03-02T10:35:47.688689Z,7
5279243,2025-03-02T10:35:54.034166Z,2025-03-02T10:35:54.034172Z,6
5279244,2025-03-02T10:35:54.034165Z,2025-03-02T10:35:54.034172Z,7
5279245,2025-03-02T10:36:06.128647Z,2025-03-02T10:36:06.128649Z,2
5279246,2025-03-02T10:36:06.128632Z,2025-03-02T10:36:06.128644Z,12
5279247,2025-03-02T10:36:06.128646Z,2025-03-02T10:36:06.128653Z,7
5279248,2025-03-02T10:36:06.128631Z,2025-03-02T10:36:06.128642Z,11
5279249,2025-03-02T10:36:11.681414Z,2025-03-02T10:36:11.681419Z,5
5279250,2025-03-02T10:36:11.681404Z,2025-03-02T10:36:11.681411Z,7
5279251,2025-03-02T10:36:11.681410Z,2025-03-02T10:36:11.681411Z,1
5279252,2025-03-02T10:36:11.681399Z,2025-03-02T10:36:11.681407Z,8
5279253,2025-03-02T10:36:17.948583Z,2025-03-02T10:36:17.948584Z,1
5279254,2025-03-02T10:36:17.948567Z,2025-03-02T10:36:17.948578Z,11
5279255,2025-03-02T10:36:17.948587Z,2025-03-02T10:36:17.948588Z,1
5279256,2025-03-02T10:36:17.948590Z,2025-03-02T10:36:17.948597Z,7
5279257,2025-03-02T10:36:17.948586Z,2025-03-02T10:36:17.948587Z,1
5279258,2025-03-02T10:36:17.948576Z,2025-03-02T10:36:17.948581Z,5
5279259,2025-03-02T10:36:17.948583Z,2025-03-02T10:36:17.948584Z,1
5279260,2025-03-02T10:36:17.948587Z,2025-03-02T10:36:17.948588Z,1
5279261,2025-03-02T10:36:17.948593Z,2025-03-02T10:36:17.948596Z,3
5279262,2025-03-02T10:36:17.948571Z,2025-03-02T10:36:17.948578Z,7
5279263,2025-03-02T10:36:24.152653Z,2025-03-02T10:36:24.152659Z,6
5279264,2025-03-02T10:36:24.152659Z,2025-03-02T10:36:24.152666Z,7
5279265,2025-03-02T10:36:24.152649Z,2025-03-02T10:36:24.152656Z,7
5279266,2025-03-02T10:36:29.793280Z,2025-03-02T10:36:29.793295Z,15
5279267,2025-03-02T10:36:29.793290Z,2025-03-02T10:36:29.793296Z,6
5279268,2025-03-02T10:36:29.793277Z,2025-03-02T10:36:29.793291Z,14
5279269,2025-03-02T10:36:41.994231Z,2025-03-02T10:36:41.994232Z,1
5279270,2025-03-02T10:36:41.994217Z,2025-03-02T10:36:41.994225Z,8
5279271,2025-03-02T10:36:41.994234Z,2025-03-02T10:36:41.994238Z,4
5279272,2025-03-02T10:36:41.994235Z,2025-03-02T10:36:41.994237Z,2
5279273,2025-03-02T10:36:41.994227Z,2025-03-02T10:36:41.994234Z,7
5279274,2025-03-02T10:36:41.994231Z,2025-03-02T10:36:41.994233Z,2
5279275,2025-03-02T10:36:41.994233Z,2025-03-02T10:36:41.994240Z,7
5279276,2025-03-02T10:36:41.994235Z,2025-03-02T10:36:41.994237Z,2
5279277,2025-03-02T10:36:41.994218Z,2025-03-02T10:36:41.994227Z,9
5279278,2025-03-02T10:36:48.198970Z,2025-03-02T10:36:48.198977Z,7
5279279,2025-03-02T10:36:48.198962Z,2025-03-02T10:36:48.198971Z,9
5279280,2025-03-02T10:36:53.826877Z,2025-03-02T10:36:53.826883Z,6
5279281,2025-03-02T10:36:53.826894Z,2025-03-02T10:36:53.826899Z,5
5279282,2025-03-02T10:36:53.826876Z,2025-03-02T10:36:53.826884Z,8
5279283,2025-03-02T10:37:00.043862Z,2025-03-02T10:37:00.043869Z,7
5279284,2025-03-02T10:37:06.280448Z,2025-03-02T10:37:06.280457Z,9
5279285,2025-03-02T10:37:06.280463Z,2025-03-02T10:37:06.280464Z,1
5279286,2025-03-02T10:37:06.280468Z,2025-03-02T10:37:06.280472Z,4
5279287,2025-03-02T10:37:06.280455Z,2025-03-02T10:37:06.280458Z,3
5279288,2025-03-02T10:37:06.280461Z,2025-03-02T10:37:06.280462Z,1
5279289,2025-03-02T10:37:06.280463Z,2025-03-02T10:37:06.280465Z,2
5279290,2025-03-02T10:37:06.280464Z,2025-03-02T10:37:06.280465Z,1
5279291,2025-03-02T10:37:06.280452Z,2025-03-02T10:37:06.280458Z,6
5279292,2025-03-02T10:37:11.824440Z,2025-03-02T10:37:11.824444Z,4
5279293,2025-03-02T10:37:11.824446Z,2025-03-02T10:37:11.824453Z,7
5279294,2025-03-02T10:37:11.824433Z,2025-03-02T10:37:11.824446Z,13
5279295,2025-03-02T10:37:11.824447Z,2025-03-02T10:37:11.824449Z,2
5279296,2025-03-02T10:37:11.824448Z,2025-03-02T10:37:11.824450Z,2
5279297,2025-03-02T10:37:11.824430Z,2025-03-02T10:37:11.824442Z,12
5279298,2025-03-02T10:37:18.051138Z,2025-03-02T10:37:18.051144Z,6
5279299,2025-03-02T10:37:18.051130Z,2025-03-02T10:37:18.051151Z,21
5279300,2025-03-02T10:37:18.051151Z,2025-03-02T10:37:18.051153Z,2
5279301,2025-03-02T10:37:18.051152Z,2025-03-02T10:37:18.051153Z,1
5279302,2025-03-02T10:37:18.051145Z,2025-03-02T10:37:18.051152Z,7
5279303,2025-03-02T10:37:18.051153Z,2025-03-02T10:37:18.051159Z,6
5279304,2025-03-02T10:37:18.051146Z,2025-03-02T10:37:18.051148Z,2
5279305,2025-03-02T10:37:18.051149Z,2025-03-02T10:37:18.051158Z,9
5279306,2025-03-02T10:37:18.051133Z,2025-03-02T10:37:18.051146Z,13
5279307,2025-03-02T10:37:30.131782Z,2025-03-02T10:37:30.131788Z,6
5279308,2025-03-02T10:37:30.131772Z,2025-03-02T10:37:30.131779Z,7
5279309,2025-03-02T10:37:30.131785Z,2025-03-02T10:37:30.131786Z,1
5279310,2025-03-02T10:37:30.131784Z,2025-03-02T10:37:30.131786Z,2
5279311,2025-03-02T10:37:30.131783Z,2025-03-02T10:37:30.131785Z,2
5279312,2025-03-02T10:37:30.131771Z,2025-03-02T10:37:30.131779Z,8
5279313,2025-03-02T10:37:35.806477Z,2025-03-02T10:37:35.806482Z,5
5279314,2025-03-02T10:37:35.806490Z,2025-03-02T10:37:35.806491Z,1
5279315,2025-03-02T10:37:35.806489Z,2025-03-02T10:37:35.806496Z,7
5279316,2025-03-02T10:37:35.806487Z,2025-03-02T10:37:35.806488Z,1
5279317,2025-03-02T10:37:35.806481Z,2025-03-02T10:37:35.806487Z,6
5279318,2025-03-02T10:37:42.103438Z,2025-03-02T10:37:42.103439Z,1
5279319,2025-03-02T10:37:42.103423Z,2025-03-02T10:37:42.103433Z,10
5279320,2025-03-02T10:37:42.103430Z,2025-03-02T10:37:42.103434Z,4
5279321,2025-03-02T10:37:42.103436Z,2025-03-02T10:37:42.103437Z,1
5279322,2025-03-02T10:37:42.103421Z,2025-03-02T10:37:42.103431Z,10
5279323,2025-03-02T10:37:47.709071Z,2025-03-02T10:37:47.709081Z,10
5279324,2025-03-02T10:37:53.968986Z,2025-03-02T10:37:53.968994Z,8
5279325,2025-03-02T10:37:53.969000Z,2025-03-02T10:37:53.969001Z,1
5279326,2025-03-02T10:37:53.969002Z,2025-03-02T10:37:53.969003Z,1
5279327,2025-03-02T10:37:53.968994Z,2025-03-02T10:37:53.968998Z,4
5279328,2025-03-02T10:37:53.968997Z,2025-03-02T10:37:53.968999Z,2
5279329,2025-03-02T10:37:53.968999Z,2025-03-02T10:37:53.969006Z,7
5279330,2025-03-02T10:37:53.968987Z,2025-03-02T10:37:53.968993Z,6
5279331,2025-03-02T10:38:00.191455Z,2025-03-02T10:38:00.191464Z,9
5279332,2025-03-02T10:38:00.191465Z,2025-03-02T10:38:00.191468Z,3
5279333,2025-03-02T10:38:00.191463Z,2025-03-02T10:38:00.191469Z,6
5279334,2025-03-02T10:38:00.191467Z,2025-03-02T10:38:00.191470Z,3
5279335,2025-03-02T10:38:00.191470Z,2025-03-02T10:38:00.191471Z,1
5279336,2025-03-02T10:38:00.191456Z,2025-03-02T10:38:00.191463Z,7
5279337,2025-03-02T10:38:05.870762Z,2025-03-02T10:38:05.870769Z,7
5279338,2025-03-02T10:38:17.907216Z,2025-03-02T10:38:17.907221Z,5
5279339,2025-03-02T10:38:17.907224Z,2025-03-02T10:38:17.907229Z,5
5279340,2025-03-02T10:38:17.907213Z,2025-03-02T10:38:17.907218Z,5
5279341,2025-03-02T10:38:24.212266Z,2025-03-02T10:38:24.212267Z,1
5279342,2025-03-02T10:38:24.212253Z,2025-03-02T10:38:24.212262Z,9
5279343,2025-03-02T10:38:24.212272Z,2025-03-02T10:38:24.212275Z,3
5279344,2025-03-02T10:38:24.212271Z,2025-03-02T10:38:24.212273Z,2
5279345,2025-03-02T10:38:24.212266Z,2025-03-02T10:38:24.212271Z,5
5279346,2025-03-02T10:38:24.212265Z,2025-03-02T10:38:24.212267Z,2
5279347,2025-03-02T10:38:24.212270Z,2025-03-02T10:38:24.212273Z,3
5279348,2025-03-02T10:38:24.212256Z,2025-03-02T10:38:24.212261Z,5
5279349,2025-03-02T10:38:29.808575Z,2025-03-02T10:38:29.808580Z,5
5279350,2025-03-02T10:38:29.808562Z,2025-03-02T10:38:29.808572Z,10
5279351,2025-03-02T10:38:29.808576Z,2025-03-02T10:38:29.808577Z,1
5279352,2025-03-02T10:38:29.808576Z,2025-03-02T10:38:29.808580Z,4
5279353,2025-03-02T10:38:29.808576Z,2025-03-02T10:38:29.808578Z,2
5279354,2025-03-02T10:38:29.808562Z,2025-03-02T10:38:29.808571Z,9
5279355,2025-03-02T10:38:36.019483Z,2025-03-02T10:38:36.019484Z,1
5279356,2025-03-02T10:38:36.019474Z,2025-03-02T10:38:36.019479Z,5
5279357,2025-03-02T10:38:36.019479Z,2025-03-02T10:38:36.019480Z,1
5279358,2025-03-02T10:38:36.019470Z,2025-03-02T10:38:36.019475Z,5
5279359,2025-03-02T10:38:42.274297Z,2025-03-02T10:38:42.274305Z,8
5279360,2025-03-02T10:38:42.274315Z,2025-03-02T10:38:42.274317Z,2
5279361,2025-03-02T10:38:42.274305Z,2025-03-02T10:38:42.274312Z,7
5279362,2025-03-02T10:38:42.274311Z,2025-03-02T10:38:42.274318Z,7
5279363,2025-03-02T10:38:42.274312Z,2025-03-02T10:38:42.274317Z,5
5279364,2025-03-02T10:38:42.274300Z,2025-03-02T10:38:42.274308Z,8
5279365,2025-03-02T10:38:54.371091Z,2025-03-02T10:38:54.371099Z,8
5279366,2025-03-02T10:38:54.371076Z,2025-03-02T10:38:54.371085Z,9
5279367,2025-03-02T10:38:54.371086Z,2025-03-02T10:38:54.371089Z,3
5279368,2025-03-02T10:38:54.371089Z,2025-03-02T10:38:54.371090Z,1
5279369,2025-03-02T10:38:54.371076Z,2025-03-02T10:38:54.371086Z,10
5279370,2025-03-02T10:38:59.922921Z,2025-03-02T10:38:59.922929Z,8
5279371,2025-03-02T10:39:06.171963Z,2025-03-02T10:39:06.171971Z,8
5279372,2025-03-02T10:39:06.171970Z,2025-03-02T10:39:06.171973Z,3
5279373,2025-03-02T10:39:06.171973Z,2025-03-02T10:39:06.171975Z,2
5279374,2025-03-02T10:39:06.171960Z,2025-03-02T10:39:06.171969Z,9
5279375,2025-03-02T10:39:12.404944Z,2025-03-02T10:39:12.404952Z,8
5279376,2025-03-02T10:39:12.404957Z,2025-03-02T10:39:12.404959Z,2
5279377,2025-03-02T10:39:12.404962Z,2025-03-02T10:39:12.404964Z,2
5279378,2025-03-02T10:39:12.404952Z,2025-03-02T10:39:12.404957Z,5
5279379,2025-03-02T10:39:12.404962Z,2025-03-02T10:39:12.404964Z,2
5279380,2025-03-02T10:39:12.404962Z,2025-03-02T10:39:12.404963Z,1
5279381,2025-03-02T10:39:12.404965Z,2025-03-02T10:39:12.404968Z,3
5279382,2025-03-02T10:39:12.404950Z,2025-03-02T10:39:12.404958Z,8
5279383,2025-03-02T10:39:17.942904Z,2025-03-02T10:39:17.942908Z,4
5279384,2025-03-02T10:39:17.942893Z,2025-03-02T10:39:17.942902Z,9
5279385,2025-03-02T10:39:17.942905Z,2025-03-02T10:39:17.942908Z,3
5279386,2025-03-02T10:39:17.942888Z,2025-03-02T10:39:17.942899Z,11
5279387,2025-03-02T10:39:24.190470Z,2025-03-02T10:39:24.190474Z,4
5279388,2025-03-02T10:39:24.190458Z,2025-03-02T10:39:24.190465Z,7
5279389,2025-03-02T10:39:24.190466Z,2025-03-02T10:39:24.190467Z,1
5279390,2025-03-02T10:39:24.190454Z,2025-03-02T10:39:24.190461Z,7
5279391,2025-03-02T10:39:29.823955Z,2025-03-02T10:39:29.823956Z,1
5279392,2025-03-02T10:39:29.823946Z,2025-03-02T10:39:29.823952Z,6
5279393,2025-03-02T10:39:29.823948Z,2025-03-02T10:39:29.823951Z,3
5279394,2025-03-02T10:39:29.823958Z,2025-03-02T10:39:29.823965Z,7
5279395,2025-03-02T10:39:29.823941Z,2025-03-02T10:39:29.823952Z,11
5279396,2025-03-02T10:39:41.910459Z,2025-03-02T10:39:41.910466Z,7
5279397,2025-03-02T10:39:41.910445Z,2025-03-02T10:39:41.910462Z,17
5279398,2025-03-02T10:39:41.910464Z,2025-03-02T10:39:41.910466Z,2
5279399,2025-03-02T10:39:41.910469Z,2025-03-02T10:39:41.910474Z,5
5279400,2025-03-02T10:39:41.910444Z,2025-03-02T10:39:41.910459Z,15
5279401,2025-03-02T10:39:48.085073Z,2025-03-02T10:39:48.085088Z,15
5279402,2025-03-02T10:39:48.085070Z,2025-03-02T10:39:48.085085Z,15
5279403,2025-03-02T10:39:54.350885Z,2025-03-02T10:39:54.350893Z,8
5279404,2025-03-02T10:39:59.946027Z,2025-03-02T10:39:59.946037Z,10
5279405,2025-03-02T10:39:59.946044Z,2025-03-02T10:39:59.946045Z,1
5279406,2025-03-02T10:39:59.946046Z,2025-03-02T10:39:59.946048Z,2
5279407,2025-03-02T10:39:59.946036Z,2025-03-02T10:39:59.946043Z,7
5279408,2025-03-02T10:39:59.946048Z,2025-03-02T10:39:59.946055Z,7
5279409,2025-03-02T10:39:59.946044Z,2025-03-02T10:39:59.946045Z,1
5279410,2025-03-02T10:39:59.946032Z,2025-03-02T10:39:59.946039Z,7
5279411,2025-03-02T10:40:06.140315Z,2025-03-02T10:40:06.140323Z,8
