TxSeq,StratTime,EndTime,TimeUse(us)
1459263,2025-03-02T00:29:29.724680Z,2025-03-02T00:29:29.724686Z,6
1459264,2025-03-02T00:29:29.724638Z,2025-03-02T00:29:29.724660Z,22
1459265,2025-03-02T00:29:36.315986Z,2025-03-02T00:29:36.316007Z,21
1459266,2025-03-02T00:29:42.368592Z,2025-03-02T00:29:42.368599Z,7
1459267,2025-03-02T00:29:42.368611Z,2025-03-02T00:29:42.368617Z,6
1459268,2025-03-02T00:29:42.368626Z,2025-03-02T00:29:42.368632Z,6
1459269,2025-03-02T00:29:42.368546Z,2025-03-02T00:29:42.368574Z,28
1459270,2025-03-02T00:29:47.675631Z,2025-03-02T00:29:47.675638Z,7
1459271,2025-03-02T00:29:47.675647Z,2025-03-02T00:29:47.675653Z,6
1459272,2025-03-02T00:29:47.675592Z,2025-03-02T00:29:47.675615Z,23
1459273,2025-03-02T00:29:54.427448Z,2025-03-02T00:29:54.427455Z,7
1459274,2025-03-02T00:29:54.427392Z,2025-03-02T00:29:54.427414Z,22
1459275,2025-03-02T00:30:00.330590Z,2025-03-02T00:30:00.330616Z,26
1459276,2025-03-02T00:30:06.394171Z,2025-03-02T00:30:06.394179Z,8
1459277,2025-03-02T00:30:06.394190Z,2025-03-02T00:30:06.394195Z,5
1459278,2025-03-02T00:30:06.394204Z,2025-03-02T00:30:06.394210Z,6
1459279,2025-03-02T00:30:06.394218Z,2025-03-02T00:30:06.394223Z,5
1459280,2025-03-02T00:30:06.394120Z,2025-03-02T00:30:06.394150Z,30
1459281,2025-03-02T00:30:12.127491Z,2025-03-02T00:30:12.127514Z,23
1459282,2025-03-02T00:30:23.720258Z,2025-03-02T00:30:23.720277Z,19
1459283,2025-03-02T00:30:29.970370Z,2025-03-02T00:30:29.970376Z,6
1459284,2025-03-02T00:30:29.970385Z,2025-03-02T00:30:29.970391Z,6
1459285,2025-03-02T00:30:29.970399Z,2025-03-02T00:30:29.970405Z,6
1459286,2025-03-02T00:30:29.970327Z,2025-03-02T00:30:29.970353Z,26
1459287,2025-03-02T00:30:36.196393Z,2025-03-02T00:30:36.196415Z,22
1459288,2025-03-02T00:30:42.935401Z,2025-03-02T00:30:42.935428Z,27
1459289,2025-03-02T00:30:47.917002Z,2025-03-02T00:30:47.917021Z,19
1459290,2025-03-02T00:30:53.950819Z,2025-03-02T00:30:53.950825Z,6
1459291,2025-03-02T00:30:53.950834Z,2025-03-02T00:30:53.950839Z,5
1459292,2025-03-02T00:30:53.950783Z,2025-03-02T00:30:53.950802Z,19
1459293,2025-03-02T00:31:00.678592Z,2025-03-02T00:31:00.678617Z,25
1459294,2025-03-02T00:31:06.672250Z,2025-03-02T00:31:06.672257Z,7
1459295,2025-03-02T00:31:06.672209Z,2025-03-02T00:31:06.672232Z,23
1459296,2025-03-02T00:31:12.117688Z,2025-03-02T00:31:12.117695Z,7
1459297,2025-03-02T00:31:12.117705Z,2025-03-02T00:31:12.117710Z,5
1459298,2025-03-02T00:31:12.117718Z,2025-03-02T00:31:12.117723Z,5
1459299,2025-03-02T00:31:12.117732Z,2025-03-02T00:31:12.117738Z,6
1459300,2025-03-02T00:31:12.117645Z,2025-03-02T00:31:12.117670Z,25
1459301,2025-03-02T00:31:18.445437Z,2025-03-02T00:31:18.445444Z,7
1459302,2025-03-02T00:31:18.445395Z,2025-03-02T00:31:18.445419Z,24
1459303,2025-03-02T00:31:36.368468Z,2025-03-02T00:31:36.368476Z,8
1459304,2025-03-02T00:31:36.368425Z,2025-03-02T00:31:36.368450Z,25
1459305,2025-03-02T00:31:43.571181Z,2025-03-02T00:31:43.571190Z,9
1459306,2025-03-02T00:31:43.571200Z,2025-03-02T00:31:43.571206Z,6
1459307,2025-03-02T00:31:43.570424Z,2025-03-02T00:31:43.571156Z,732
1459308,2025-03-02T00:31:48.843458Z,2025-03-02T00:31:48.843465Z,7
1459309,2025-03-02T00:31:48.843474Z,2025-03-02T00:31:48.843480Z,6
1459310,2025-03-02T00:31:48.843487Z,2025-03-02T00:31:48.843492Z,5
1459311,2025-03-02T00:31:48.843420Z,2025-03-02T00:31:48.843440Z,20
1459312,2025-03-02T00:31:54.351161Z,2025-03-02T00:31:54.351189Z,28
1459313,2025-03-02T00:31:54.349426Z,2025-03-02T00:31:54.349450Z,24
1459314,2025-03-02T00:32:00.321541Z,2025-03-02T00:32:00.321557Z,16
1459315,2025-03-02T00:32:00.321571Z,2025-03-02T00:32:00.321577Z,6
1459316,2025-03-02T00:32:00.321586Z,2025-03-02T00:32:00.321592Z,6
1459317,2025-03-02T00:32:00.318721Z,2025-03-02T00:32:00.318742Z,21
1459318,2025-03-02T00:32:12.502846Z,2025-03-02T00:32:12.502872Z,26
1459319,2025-03-02T00:32:19.029854Z,2025-03-02T00:32:19.029861Z,7
1459320,2025-03-02T00:32:19.029870Z,2025-03-02T00:32:19.029877Z,7
1459321,2025-03-02T00:32:19.029813Z,2025-03-02T00:32:19.029835Z,22
1459322,2025-03-02T00:32:30.380421Z,2025-03-02T00:32:30.380448Z,27
1459323,2025-03-02T00:32:42.195211Z,2025-03-02T00:32:42.195218Z,7
1459324,2025-03-02T00:32:42.195163Z,2025-03-02T00:32:42.195188Z,25
1459325,2025-03-02T00:32:47.744835Z,2025-03-02T00:32:47.744864Z,29
1459326,2025-03-02T00:32:54.241483Z,2025-03-02T00:32:54.241489Z,6
1459327,2025-03-02T00:32:54.241498Z,2025-03-02T00:32:54.241504Z,6
1459328,2025-03-02T00:32:54.241513Z,2025-03-02T00:32:54.241519Z,6
1459329,2025-03-02T00:32:54.241443Z,2025-03-02T00:32:54.241464Z,21
1459330,2025-03-02T00:33:00.140465Z,2025-03-02T00:33:00.140472Z,7
1459331,2025-03-02T00:33:00.140415Z,2025-03-02T00:33:00.140448Z,33
1459332,2025-03-02T00:33:05.979070Z,2025-03-02T00:33:05.979077Z,7
1459333,2025-03-02T00:33:05.979032Z,2025-03-02T00:33:05.979051Z,19
1459334,2025-03-02T00:33:11.993352Z,2025-03-02T00:33:11.993381Z,29
1459335,2025-03-02T00:33:18.405317Z,2025-03-02T00:33:18.405338Z,21
1459336,2025-03-02T00:33:29.849452Z,2025-03-02T00:33:29.849459Z,7
1459337,2025-03-02T00:33:29.849468Z,2025-03-02T00:33:29.849473Z,5
1459338,2025-03-02T00:33:29.849413Z,2025-03-02T00:33:29.849433Z,20
1459339,2025-03-02T00:33:35.861434Z,2025-03-02T00:33:35.861457Z,23
1459340,2025-03-02T00:33:42.471193Z,2025-03-02T00:33:42.471202Z,9
1459341,2025-03-02T00:33:42.471212Z,2025-03-02T00:33:42.471217Z,5
1459342,2025-03-02T00:33:42.471132Z,2025-03-02T00:33:42.471150Z,18
1459343,2025-03-02T00:33:47.996146Z,2025-03-02T00:33:47.996168Z,22
1459344,2025-03-02T00:33:54.444456Z,2025-03-02T00:33:54.444462Z,6
1459345,2025-03-02T00:33:54.444471Z,2025-03-02T00:33:54.444476Z,5
1459346,2025-03-02T00:33:54.444402Z,2025-03-02T00:33:54.444422Z,20
1459347,2025-03-02T00:34:12.466870Z,2025-03-02T00:34:12.466877Z,7
1459348,2025-03-02T00:34:12.466887Z,2025-03-02T00:34:12.466892Z,5
1459349,2025-03-02T00:34:12.466819Z,2025-03-02T00:34:12.466850Z,31
1459350,2025-03-02T00:34:17.710724Z,2025-03-02T00:34:17.710743Z,19
1459351,2025-03-02T00:34:23.856944Z,2025-03-02T00:34:23.856951Z,7
1459352,2025-03-02T00:34:23.856902Z,2025-03-02T00:34:23.856926Z,24
1459353,2025-03-02T00:34:36.483027Z,2025-03-02T00:34:36.483034Z,7
1459354,2025-03-02T00:34:36.483043Z,2025-03-02T00:34:36.483049Z,6
1459355,2025-03-02T00:34:36.483056Z,2025-03-02T00:34:36.483062Z,6
1459356,2025-03-02T00:34:36.482976Z,2025-03-02T00:34:36.482996Z,20
1459357,2025-03-02T00:34:42.613917Z,2025-03-02T00:34:42.613942Z,25
1459358,2025-03-02T00:34:47.918297Z,2025-03-02T00:34:47.918331Z,34
1459359,2025-03-02T00:34:53.976455Z,2025-03-02T00:34:53.976462Z,7
1459360,2025-03-02T00:34:53.976471Z,2025-03-02T00:34:53.976476Z,5
1459361,2025-03-02T00:34:53.976483Z,2025-03-02T00:34:53.976488Z,5
1459362,2025-03-02T00:34:53.976414Z,2025-03-02T00:34:53.976438Z,24
1459363,2025-03-02T00:35:00.077629Z,2025-03-02T00:35:00.077657Z,28
1459364,2025-03-02T00:35:06.048134Z,2025-03-02T00:35:06.048159Z,25
1459365,2025-03-02T00:35:12.024803Z,2025-03-02T00:35:12.024809Z,6
1459366,2025-03-02T00:35:12.024761Z,2025-03-02T00:35:12.024785Z,24
1459367,2025-03-02T00:35:17.967582Z,2025-03-02T00:35:17.967589Z,7
1459368,2025-03-02T00:35:17.967598Z,2025-03-02T00:35:17.967603Z,5
1459369,2025-03-02T00:35:17.967524Z,2025-03-02T00:35:17.967547Z,23
1459370,2025-03-02T00:35:42.415466Z,2025-03-02T00:35:42.415473Z,7
1459371,2025-03-02T00:35:42.415420Z,2025-03-02T00:35:42.415447Z,27
1459372,2025-03-02T00:35:48.601196Z,2025-03-02T00:35:48.601217Z,21
1459373,2025-03-02T00:36:00.140769Z,2025-03-02T00:36:00.140796Z,27
1459374,2025-03-02T00:36:00.140820Z,2025-03-02T00:36:00.140826Z,6
1459375,2025-03-02T00:36:00.139083Z,2025-03-02T00:36:00.139104Z,21
1459376,2025-03-02T00:36:06.443276Z,2025-03-02T00:36:06.443282Z,6
1459377,2025-03-02T00:36:06.443292Z,2025-03-02T00:36:06.443297Z,5
1459378,2025-03-02T00:36:06.443304Z,2025-03-02T00:36:06.443309Z,5
1459379,2025-03-02T00:36:06.443230Z,2025-03-02T00:36:06.443255Z,25
1459380,2025-03-02T00:36:12.349424Z,2025-03-02T00:36:12.349448Z,24
1459381,2025-03-02T00:36:12.335718Z,2025-03-02T00:36:12.335741Z,23
1459382,2025-03-02T00:36:18.453156Z,2025-03-02T00:36:18.453164Z,8
1459383,2025-03-02T00:36:18.453110Z,2025-03-02T00:36:18.453138Z,28
1459384,2025-03-02T00:36:30.523119Z,2025-03-02T00:36:30.523148Z,29
1459385,2025-03-02T00:36:36.506090Z,2025-03-02T00:36:36.506111Z,21
1459386,2025-03-02T00:36:48.305778Z,2025-03-02T00:36:48.305785Z,7
1459387,2025-03-02T00:36:48.305963Z,2025-03-02T00:36:48.305969Z,6
1459388,2025-03-02T00:36:48.305731Z,2025-03-02T00:36:48.305750Z,19
1459389,2025-03-02T00:36:54.778483Z,2025-03-02T00:36:54.778490Z,7
1459390,2025-03-02T00:36:54.778499Z,2025-03-02T00:36:54.778504Z,5
1459391,2025-03-02T00:36:54.778436Z,2025-03-02T00:36:54.778464Z,28
1459392,2025-03-02T00:37:00.935211Z,2025-03-02T00:37:00.935218Z,7
1459393,2025-03-02T00:37:00.935164Z,2025-03-02T00:37:00.935192Z,28
1459394,2025-03-02T00:37:06.253548Z,2025-03-02T00:37:06.253555Z,7
1459395,2025-03-02T00:37:06.253504Z,2025-03-02T00:37:06.253529Z,25
1459396,2025-03-02T00:37:12.066952Z,2025-03-02T00:37:12.066960Z,8
1459397,2025-03-02T00:37:12.067154Z,2025-03-02T00:37:12.067181Z,27
1459398,2025-03-02T00:37:12.066889Z,2025-03-02T00:37:12.066915Z,26
1459399,2025-03-02T00:37:18.355482Z,2025-03-02T00:37:18.355490Z,8
1459400,2025-03-02T00:37:18.355499Z,2025-03-02T00:37:18.355504Z,5
1459401,2025-03-02T00:37:18.355429Z,2025-03-02T00:37:18.355448Z,19
1459402,2025-03-02T00:37:30.215849Z,2025-03-02T00:37:30.215870Z,21
1459403,2025-03-02T00:37:36.725475Z,2025-03-02T00:37:36.725482Z,7
1459404,2025-03-02T00:37:36.725492Z,2025-03-02T00:37:36.725497Z,5
1459405,2025-03-02T00:37:36.725505Z,2025-03-02T00:37:36.725510Z,5
1459406,2025-03-02T00:37:36.725517Z,2025-03-02T00:37:36.725522Z,5
1459407,2025-03-02T00:37:36.725529Z,2025-03-02T00:37:36.725534Z,5
1459408,2025-03-02T00:37:36.725432Z,2025-03-02T00:37:36.725456Z,24
1459409,2025-03-02T00:37:48.480613Z,2025-03-02T00:37:48.480620Z,7
1459410,2025-03-02T00:37:48.480575Z,2025-03-02T00:37:48.480595Z,20
1459411,2025-03-02T00:38:00.853334Z,2025-03-02T00:38:00.853368Z,34
1459412,2025-03-02T00:38:00.846546Z,2025-03-02T00:38:00.846567Z,21
1459413,2025-03-02T00:38:01.066695Z,2025-03-02T00:38:01.066702Z,7
1459414,2025-03-02T00:38:01.066651Z,2025-03-02T00:38:01.066680Z,29
1459415,2025-03-02T00:38:06.210170Z,2025-03-02T00:38:06.210178Z,8
1459416,2025-03-02T00:38:06.210131Z,2025-03-02T00:38:06.210151Z,20
1459417,2025-03-02T00:38:12.394490Z,2025-03-02T00:38:12.394517Z,27
1459418,2025-03-02T00:38:30.495633Z,2025-03-02T00:38:30.495640Z,7
1459419,2025-03-02T00:38:30.495650Z,2025-03-02T00:38:30.495655Z,5
1459420,2025-03-02T00:38:30.495667Z,2025-03-02T00:38:30.495672Z,5
1459421,2025-03-02T00:38:30.495685Z,2025-03-02T00:38:30.495690Z,5
1459422,2025-03-02T00:38:30.495592Z,2025-03-02T00:38:30.495617Z,25
1459423,2025-03-02T00:38:36.432457Z,2025-03-02T00:38:36.432464Z,7
1459424,2025-03-02T00:38:36.432401Z,2025-03-02T00:38:36.432423Z,22
1459425,2025-03-02T00:38:48.506040Z,2025-03-02T00:38:48.506064Z,24
1459426,2025-03-02T00:38:54.123327Z,2025-03-02T00:38:54.123334Z,7
1459427,2025-03-02T00:38:54.123343Z,2025-03-02T00:38:54.123348Z,5
1459428,2025-03-02T00:38:54.123357Z,2025-03-02T00:38:54.123362Z,5
1459429,2025-03-02T00:38:54.123369Z,2025-03-02T00:38:54.123374Z,5
1459430,2025-03-02T00:38:54.123279Z,2025-03-02T00:38:54.123304Z,25
1459431,2025-03-02T00:39:00.253146Z,2025-03-02T00:39:00.253166Z,20
1459432,2025-03-02T00:39:06.244449Z,2025-03-02T00:39:06.244476Z,27
1459433,2025-03-02T00:39:12.283745Z,2025-03-02T00:39:12.283752Z,7
1459434,2025-03-02T00:39:12.283762Z,2025-03-02T00:39:12.283767Z,5
1459435,2025-03-02T00:39:12.283712Z,2025-03-02T00:39:12.283729Z,17
1459436,2025-03-02T00:39:18.741837Z,2025-03-02T00:39:18.741843Z,6
1459437,2025-03-02T00:39:18.741799Z,2025-03-02T00:39:18.741820Z,21
1459438,2025-03-02T00:39:25.722099Z,2025-03-02T00:39:25.722106Z,7
1459439,2025-03-02T00:39:25.724368Z,2025-03-02T00:39:25.724382Z,14
1459440,2025-03-02T00:39:25.722043Z,2025-03-02T00:39:25.722063Z,20
1459441,2025-03-02T00:39:36.584862Z,2025-03-02T00:39:36.584888Z,26
1459442,2025-03-02T00:39:44.637148Z,2025-03-02T00:39:44.637183Z,35
1459443,2025-03-02T00:39:49.273299Z,2025-03-02T00:39:49.273327Z,28
1459444,2025-03-02T00:39:54.925568Z,2025-03-02T00:39:54.925591Z,23
1459445,2025-03-02T00:40:00.774696Z,2025-03-02T00:40:00.774704Z,8
1459446,2025-03-02T00:40:00.774714Z,2025-03-02T00:40:00.774720Z,6
1459447,2025-03-02T00:40:00.774728Z,2025-03-02T00:40:00.774733Z,5
1459448,2025-03-02T00:40:00.774741Z,2025-03-02T00:40:00.774746Z,5
1459449,2025-03-02T00:40:00.774649Z,2025-03-02T00:40:00.774677Z,28
1459450,2025-03-02T00:40:12.260043Z,2025-03-02T00:40:12.260059Z,16
1459451,2025-03-02T00:40:12.255663Z,2025-03-02T00:40:12.255683Z,20
1459452,2025-03-02T00:40:18.804751Z,2025-03-02T00:40:18.804765Z,14
1459453,2025-03-02T00:40:18.799191Z,2025-03-02T00:40:18.799209Z,18
1459454,2025-03-02T00:40:24.763441Z,2025-03-02T00:40:24.763456Z,15
1459455,2025-03-02T00:40:24.759256Z,2025-03-02T00:40:24.759280Z,24
1459456,2025-03-02T00:40:30.992795Z,2025-03-02T00:40:30.992801Z,6
1459457,2025-03-02T00:40:30.992810Z,2025-03-02T00:40:30.992815Z,5
1459458,2025-03-02T00:40:30.992752Z,2025-03-02T00:40:30.992778Z,26
1459459,2025-03-02T00:40:48.607143Z,2025-03-02T00:40:48.607166Z,23
1459460,2025-03-02T00:40:54.305452Z,2025-03-02T00:40:54.305479Z,27
1459461,2025-03-02T00:41:00.256712Z,2025-03-02T00:41:00.256719Z,7
1459462,2025-03-02T00:41:00.256728Z,2025-03-02T00:41:00.256733Z,5
1459463,2025-03-02T00:41:00.256673Z,2025-03-02T00:41:00.256695Z,22
1459464,2025-03-02T00:41:06.145702Z,2025-03-02T00:41:06.145728Z,26
1459465,2025-03-02T00:41:12.270942Z,2025-03-02T00:41:12.270949Z,7
1459466,2025-03-02T00:41:12.270902Z,2025-03-02T00:41:12.270922Z,20
1459467,2025-03-02T00:41:18.183379Z,2025-03-02T00:41:18.183387Z,8
1459468,2025-03-02T00:41:18.183395Z,2025-03-02T00:41:18.183401Z,6
1459469,2025-03-02T00:41:18.183408Z,2025-03-02T00:41:18.183414Z,6
1459470,2025-03-02T00:41:18.183334Z,2025-03-02T00:41:18.183361Z,27
1459471,2025-03-02T00:41:24.112863Z,2025-03-02T00:41:24.112883Z,20
1459472,2025-03-02T00:41:42.219578Z,2025-03-02T00:41:42.219585Z,7
1459473,2025-03-02T00:41:42.219595Z,2025-03-02T00:41:42.219600Z,5
1459474,2025-03-02T00:41:42.219608Z,2025-03-02T00:41:42.219613Z,5
1459475,2025-03-02T00:41:42.219539Z,2025-03-02T00:41:42.219560Z,21
1459476,2025-03-02T00:41:48.336428Z,2025-03-02T00:41:48.336435Z,7
1459477,2025-03-02T00:41:48.336445Z,2025-03-02T00:41:48.336450Z,5
1459478,2025-03-02T00:41:48.336383Z,2025-03-02T00:41:48.336410Z,27
1459479,2025-03-02T00:41:54.042765Z,2025-03-02T00:41:54.042786Z,21
1459480,2025-03-02T00:42:00.004827Z,2025-03-02T00:42:00.004833Z,6
1459481,2025-03-02T00:42:00.004844Z,2025-03-02T00:42:00.004849Z,5
1459482,2025-03-02T00:42:00.004858Z,2025-03-02T00:42:00.004863Z,5
1459483,2025-03-02T00:42:00.004787Z,2025-03-02T00:42:00.004809Z,22
1459484,2025-03-02T00:42:06.833236Z,2025-03-02T00:42:06.833244Z,8
1459485,2025-03-02T00:42:06.833259Z,2025-03-02T00:42:06.833264Z,5
1459486,2025-03-02T00:42:06.833273Z,2025-03-02T00:42:06.833278Z,5
1459487,2025-03-02T00:42:06.833178Z,2025-03-02T00:42:06.833208Z,30
1459488,2025-03-02T00:42:11.956907Z,2025-03-02T00:42:11.956931Z,24
1459489,2025-03-02T00:42:18.312342Z,2025-03-02T00:42:18.312363Z,21
1459490,2025-03-02T00:42:30.244599Z,2025-03-02T00:42:30.244625Z,26
1459491,2025-03-02T00:42:35.926203Z,2025-03-02T00:42:35.926230Z,27
1459492,2025-03-02T00:42:42.089918Z,2025-03-02T00:42:42.089944Z,26
1459493,2025-03-02T00:42:48.141186Z,2025-03-02T00:42:48.141192Z,6
1459494,2025-03-02T00:42:48.141130Z,2025-03-02T00:42:48.141151Z,21
1459495,2025-03-02T00:42:54.112137Z,2025-03-02T00:42:54.112143Z,6
1459496,2025-03-02T00:42:54.112153Z,2025-03-02T00:42:54.112159Z,6
