TxSeq,StratTime,EndTime,TimeUse(us)
1468532,2025-03-02T08:34:11.552575Z,2025-03-02T08:34:11.552596Z,21
1468533,2025-03-02T08:34:17.711466Z,2025-03-02T08:34:17.711474Z,8
1468534,2025-03-02T08:34:17.711485Z,2025-03-02T08:34:17.711490Z,5
1468535,2025-03-02T08:34:17.711415Z,2025-03-02T08:34:17.711436Z,21
1468536,2025-03-02T08:34:23.458362Z,2025-03-02T08:34:23.458368Z,6
1468537,2025-03-02T08:34:23.458327Z,2025-03-02T08:34:23.458346Z,19
1468538,2025-03-02T08:34:35.919438Z,2025-03-02T08:34:35.919457Z,19
1468539,2025-03-02T08:34:53.407032Z,2025-03-02T08:34:53.407054Z,22
1468540,2025-03-02T08:34:59.994575Z,2025-03-02T08:34:59.994582Z,7
1468541,2025-03-02T08:34:59.994592Z,2025-03-02T08:34:59.994598Z,6
1468542,2025-03-02T08:34:59.994533Z,2025-03-02T08:34:59.994558Z,25
1468543,2025-03-02T08:35:05.648408Z,2025-03-02T08:35:05.648430Z,22
1468544,2025-03-02T08:35:11.985883Z,2025-03-02T08:35:11.985911Z,28
1468545,2025-03-02T08:35:18.048038Z,2025-03-02T08:35:18.048044Z,6
1468546,2025-03-02T08:35:18.048052Z,2025-03-02T08:35:18.048057Z,5
1468547,2025-03-02T08:35:18.048001Z,2025-03-02T08:35:18.048020Z,19
1468548,2025-03-02T08:35:35.908045Z,2025-03-02T08:35:35.908052Z,7
1468549,2025-03-02T08:35:35.908004Z,2025-03-02T08:35:35.908026Z,22
1468550,2025-03-02T08:35:42.986496Z,2025-03-02T08:35:42.986502Z,6
1468551,2025-03-02T08:35:42.986454Z,2025-03-02T08:35:42.986478Z,24
1468552,2025-03-02T08:35:47.944359Z,2025-03-02T08:35:47.944366Z,7
1468553,2025-03-02T08:35:47.944300Z,2025-03-02T08:35:47.944339Z,39
1468554,2025-03-02T08:35:53.715651Z,2025-03-02T08:35:53.715675Z,24
1468555,2025-03-02T08:36:23.998180Z,2025-03-02T08:36:23.998186Z,6
1468556,2025-03-02T08:36:23.998141Z,2025-03-02T08:36:23.998161Z,20
1468557,2025-03-02T08:36:29.589671Z,2025-03-02T08:36:29.589677Z,6
1468558,2025-03-02T08:36:29.589686Z,2025-03-02T08:36:29.589691Z,5
1468559,2025-03-02T08:36:29.589635Z,2025-03-02T08:36:29.589655Z,20
1468560,2025-03-02T08:36:35.958376Z,2025-03-02T08:36:35.958383Z,7
1468561,2025-03-02T08:36:35.958337Z,2025-03-02T08:36:35.958358Z,21
1468562,2025-03-02T08:36:41.703438Z,2025-03-02T08:36:41.703444Z,6
1468563,2025-03-02T08:36:41.703453Z,2025-03-02T08:36:41.703459Z,6
1468564,2025-03-02T08:36:41.703398Z,2025-03-02T08:36:41.703420Z,22
1468565,2025-03-02T08:36:48.463576Z,2025-03-02T08:36:48.463600Z,24
1468566,2025-03-02T08:36:54.062874Z,2025-03-02T08:36:54.062896Z,22
1468567,2025-03-02T08:37:05.836481Z,2025-03-02T08:37:05.836489Z,8
1468568,2025-03-02T08:37:05.836419Z,2025-03-02T08:37:05.836444Z,25
1468569,2025-03-02T08:37:23.532157Z,2025-03-02T08:37:23.532179Z,22
1468570,2025-03-02T08:37:29.927942Z,2025-03-02T08:37:29.927968Z,26
1468571,2025-03-02T08:37:36.122372Z,2025-03-02T08:37:36.122378Z,6
1468572,2025-03-02T08:37:36.122388Z,2025-03-02T08:37:36.122393Z,5
1468573,2025-03-02T08:37:36.122401Z,2025-03-02T08:37:36.122406Z,5
1468574,2025-03-02T08:37:36.122334Z,2025-03-02T08:37:36.122355Z,21
1468575,2025-03-02T08:37:42.084366Z,2025-03-02T08:37:42.084387Z,21
1468576,2025-03-02T08:37:47.715181Z,2025-03-02T08:37:47.715201Z,20
1468577,2025-03-02T08:37:54.343427Z,2025-03-02T08:37:54.343433Z,6
1468578,2025-03-02T08:37:54.343444Z,2025-03-02T08:37:54.343449Z,5
1468579,2025-03-02T08:37:54.343385Z,2025-03-02T08:37:54.343408Z,23
1468580,2025-03-02T08:37:59.506955Z,2025-03-02T08:37:59.506975Z,20
1468581,2025-03-02T08:38:06.029097Z,2025-03-02T08:38:06.029104Z,7
1468582,2025-03-02T08:38:06.029048Z,2025-03-02T08:38:06.029080Z,32
1468583,2025-03-02T08:38:17.937054Z,2025-03-02T08:38:17.937061Z,7
1468584,2025-03-02T08:38:17.937008Z,2025-03-02T08:38:17.937034Z,26
1468585,2025-03-02T08:38:23.548865Z,2025-03-02T08:38:23.548872Z,7
1468586,2025-03-02T08:38:23.548829Z,2025-03-02T08:38:23.548848Z,19
1468587,2025-03-02T08:38:35.459854Z,2025-03-02T08:38:35.459877Z,23
1468588,2025-03-02T08:38:41.471233Z,2025-03-02T08:38:41.471242Z,9
1468589,2025-03-02T08:38:41.471252Z,2025-03-02T08:38:41.471258Z,6
1468590,2025-03-02T08:38:41.471186Z,2025-03-02T08:38:41.471212Z,26
1468591,2025-03-02T08:38:49.333686Z,2025-03-02T08:38:49.333693Z,7
1468592,2025-03-02T08:38:49.333703Z,2025-03-02T08:38:49.333708Z,5
1468593,2025-03-02T08:38:49.333640Z,2025-03-02T08:38:49.333666Z,26
1468594,2025-03-02T08:38:55.474384Z,2025-03-02T08:38:55.474390Z,6
1468595,2025-03-02T08:38:55.474399Z,2025-03-02T08:38:55.474404Z,5
1468596,2025-03-02T08:38:55.474346Z,2025-03-02T08:38:55.474365Z,19
1468597,2025-03-02T08:39:01.210455Z,2025-03-02T08:39:01.210461Z,6
1468598,2025-03-02T08:39:01.210411Z,2025-03-02T08:39:01.210436Z,25
1468599,2025-03-02T08:39:17.813620Z,2025-03-02T08:39:17.813626Z,6
1468600,2025-03-02T08:39:17.813636Z,2025-03-02T08:39:17.813642Z,6
1468601,2025-03-02T08:39:17.813580Z,2025-03-02T08:39:17.813600Z,20
1468602,2025-03-02T08:39:24.039110Z,2025-03-02T08:39:24.039130Z,20
1468603,2025-03-02T08:39:29.577575Z,2025-03-02T08:39:29.577597Z,22
1468604,2025-03-02T08:39:35.674444Z,2025-03-02T08:39:35.674451Z,7
1468605,2025-03-02T08:39:35.674403Z,2025-03-02T08:39:35.674426Z,23
1468606,2025-03-02T08:39:42.808391Z,2025-03-02T08:39:42.808398Z,7
1468607,2025-03-02T08:39:42.808409Z,2025-03-02T08:39:42.808415Z,6
1468608,2025-03-02T08:39:42.808352Z,2025-03-02T08:39:42.808374Z,22
1468609,2025-03-02T08:39:48.139493Z,2025-03-02T08:39:48.139499Z,6
1468610,2025-03-02T08:39:48.139943Z,2025-03-02T08:39:48.139952Z,9
1468611,2025-03-02T08:39:48.139437Z,2025-03-02T08:39:48.139460Z,23
1468612,2025-03-02T08:39:53.610607Z,2025-03-02T08:39:53.610615Z,8
1468613,2025-03-02T08:39:53.610565Z,2025-03-02T08:39:53.610586Z,21
1468614,2025-03-02T08:40:05.987746Z,2025-03-02T08:40:05.987753Z,7
1468615,2025-03-02T08:40:05.987685Z,2025-03-02T08:40:05.987710Z,25
1468616,2025-03-02T08:40:17.893128Z,2025-03-02T08:40:17.893134Z,6
1468617,2025-03-02T08:40:17.893092Z,2025-03-02T08:40:17.893111Z,19
1468618,2025-03-02T08:40:23.784771Z,2025-03-02T08:40:23.784779Z,8
1468619,2025-03-02T08:40:23.784723Z,2025-03-02T08:40:23.784751Z,28
1468620,2025-03-02T08:40:29.638309Z,2025-03-02T08:40:29.638325Z,16
1468621,2025-03-02T08:40:29.638266Z,2025-03-02T08:40:29.638293Z,27
1468622,2025-03-02T08:40:41.712372Z,2025-03-02T08:40:41.712396Z,24
1468623,2025-03-02T08:40:47.946679Z,2025-03-02T08:40:47.946686Z,7
1468624,2025-03-02T08:40:47.946696Z,2025-03-02T08:40:47.946701Z,5
1468625,2025-03-02T08:40:47.946629Z,2025-03-02T08:40:47.946660Z,31
1468626,2025-03-02T08:41:05.867276Z,2025-03-02T08:41:05.867301Z,25
1468627,2025-03-02T08:41:12.205354Z,2025-03-02T08:41:12.205384Z,30
1468628,2025-03-02T08:41:30.398660Z,2025-03-02T08:41:30.398667Z,7
1468629,2025-03-02T08:41:30.398677Z,2025-03-02T08:41:30.398683Z,6
1468630,2025-03-02T08:41:30.398604Z,2025-03-02T08:41:30.398625Z,21
1468631,2025-03-02T08:41:37.208791Z,2025-03-02T08:41:37.208813Z,22
1468632,2025-03-02T08:41:49.350553Z,2025-03-02T08:41:49.350560Z,7
1468633,2025-03-02T08:41:49.350494Z,2025-03-02T08:41:49.350514Z,20
1468634,2025-03-02T08:41:54.958497Z,2025-03-02T08:41:54.958520Z,23
1468635,2025-03-02T08:42:01.103033Z,2025-03-02T08:42:01.103040Z,7
1468636,2025-03-02T08:42:01.103049Z,2025-03-02T08:42:01.103055Z,6
1468637,2025-03-02T08:42:01.103063Z,2025-03-02T08:42:01.103068Z,5
1468638,2025-03-02T08:42:01.103076Z,2025-03-02T08:42:01.103081Z,5
1468639,2025-03-02T08:42:01.103088Z,2025-03-02T08:42:01.103093Z,5
1468640,2025-03-02T08:42:01.102990Z,2025-03-02T08:42:01.103014Z,24
1468641,2025-03-02T08:42:06.619913Z,2025-03-02T08:42:06.619936Z,23
1468642,2025-03-02T08:42:12.293674Z,2025-03-02T08:42:12.293697Z,23
1468643,2025-03-02T08:42:18.170464Z,2025-03-02T08:42:18.170472Z,8
1468644,2025-03-02T08:42:18.170418Z,2025-03-02T08:42:18.170445Z,27
1468645,2025-03-02T08:42:24.328464Z,2025-03-02T08:42:24.328470Z,6
1468646,2025-03-02T08:42:24.328427Z,2025-03-02T08:42:24.328448Z,21
1468647,2025-03-02T08:42:36.444928Z,2025-03-02T08:42:36.444934Z,6
1468648,2025-03-02T08:42:36.444890Z,2025-03-02T08:42:36.444910Z,20
1468649,2025-03-02T08:42:49.869499Z,2025-03-02T08:42:49.869506Z,7
1468650,2025-03-02T08:42:49.869535Z,2025-03-02T08:42:49.869541Z,6
1468651,2025-03-02T08:42:49.869550Z,2025-03-02T08:42:49.869555Z,5
1468652,2025-03-02T08:42:49.869457Z,2025-03-02T08:42:49.869479Z,22
1468653,2025-03-02T08:42:55.563095Z,2025-03-02T08:42:55.563103Z,8
1468654,2025-03-02T08:42:55.563042Z,2025-03-02T08:42:55.563066Z,24
1468655,2025-03-02T08:43:06.600752Z,2025-03-02T08:43:06.600758Z,6
1468656,2025-03-02T08:43:06.600768Z,2025-03-02T08:43:06.600773Z,5
1468657,2025-03-02T08:43:06.600711Z,2025-03-02T08:43:06.600732Z,21
1468658,2025-03-02T08:43:18.625388Z,2025-03-02T08:43:18.625395Z,7
1468659,2025-03-02T08:43:18.625336Z,2025-03-02T08:43:18.625359Z,23
1468660,2025-03-02T08:43:24.760614Z,2025-03-02T08:43:24.760635Z,21
1468661,2025-03-02T08:43:30.706072Z,2025-03-02T08:43:30.706078Z,6
1468662,2025-03-02T08:43:30.706088Z,2025-03-02T08:43:30.706093Z,5
1468663,2025-03-02T08:43:30.706101Z,2025-03-02T08:43:30.706106Z,5
1468664,2025-03-02T08:43:30.706036Z,2025-03-02T08:43:30.706055Z,19
1468665,2025-03-02T08:43:36.762506Z,2025-03-02T08:43:36.762513Z,7
1468666,2025-03-02T08:43:36.762462Z,2025-03-02T08:43:36.762490Z,28
1468667,2025-03-02T08:43:44.190380Z,2025-03-02T08:43:44.190387Z,7
1468668,2025-03-02T08:43:44.192026Z,2025-03-02T08:43:44.192042Z,16
1468669,2025-03-02T08:43:44.192067Z,2025-03-02T08:43:44.192073Z,6
1468670,2025-03-02T08:43:44.190296Z,2025-03-02T08:43:44.190332Z,36
1468671,2025-03-02T08:43:54.160405Z,2025-03-02T08:43:54.160412Z,7
1468672,2025-03-02T08:43:54.160364Z,2025-03-02T08:43:54.160388Z,24
1468673,2025-03-02T08:44:05.824849Z,2025-03-02T08:44:05.824871Z,22
1468674,2025-03-02T08:44:11.633587Z,2025-03-02T08:44:11.633612Z,25
1468675,2025-03-02T08:44:17.736659Z,2025-03-02T08:44:17.736683Z,24
1468676,2025-03-02T08:44:24.384359Z,2025-03-02T08:44:24.384366Z,7
1468677,2025-03-02T08:44:24.384316Z,2025-03-02T08:44:24.384343Z,27
1468678,2025-03-02T08:44:36.393601Z,2025-03-02T08:44:36.393607Z,6
1468679,2025-03-02T08:44:36.393563Z,2025-03-02T08:44:36.393584Z,21
1468680,2025-03-02T08:44:48.682943Z,2025-03-02T08:44:48.682950Z,7
1468681,2025-03-02T08:44:48.682959Z,2025-03-02T08:44:48.682965Z,6
1468682,2025-03-02T08:44:48.682972Z,2025-03-02T08:44:48.682978Z,6
1468683,2025-03-02T08:44:48.682907Z,2025-03-02T08:44:48.682926Z,19
1468684,2025-03-02T08:44:53.956470Z,2025-03-02T08:44:53.956477Z,7
1468685,2025-03-02T08:44:53.956427Z,2025-03-02T08:44:53.956455Z,28
1468686,2025-03-02T08:45:00.425797Z,2025-03-02T08:45:00.425804Z,7
1468687,2025-03-02T08:45:00.425761Z,2025-03-02T08:45:00.425782Z,21
1468688,2025-03-02T08:45:06.157023Z,2025-03-02T08:45:06.157031Z,8
1468689,2025-03-02T08:45:06.156973Z,2025-03-02T08:45:06.157001Z,28
1468690,2025-03-02T08:45:06.157044Z,2025-03-02T08:45:06.157050Z,6
1468691,2025-03-02T08:45:06.155851Z,2025-03-02T08:45:06.155877Z,26
1468692,2025-03-02T08:45:24.501982Z,2025-03-02T08:45:24.501988Z,6
1468693,2025-03-02T08:45:24.501945Z,2025-03-02T08:45:24.501965Z,20
1468694,2025-03-02T08:45:30.161722Z,2025-03-02T08:45:30.161741Z,19
1468695,2025-03-02T08:45:36.446527Z,2025-03-02T08:45:36.446548Z,21
1468696,2025-03-02T08:45:42.419150Z,2025-03-02T08:45:42.419156Z,6
1468697,2025-03-02T08:45:42.419083Z,2025-03-02T08:45:42.419115Z,32
1468698,2025-03-02T08:45:48.491333Z,2025-03-02T08:45:48.491341Z,8
1468699,2025-03-02T08:45:48.491283Z,2025-03-02T08:45:48.491303Z,20
1468700,2025-03-02T08:45:53.807456Z,2025-03-02T08:45:53.807463Z,7
1468701,2025-03-02T08:45:53.807402Z,2025-03-02T08:45:53.807422Z,20
1468702,2025-03-02T08:46:06.185636Z,2025-03-02T08:46:06.185662Z,26
1468703,2025-03-02T08:46:17.990901Z,2025-03-02T08:46:17.990907Z,6
1468704,2025-03-02T08:46:17.990863Z,2025-03-02T08:46:17.990884Z,21
1468705,2025-03-02T08:46:37.605750Z,2025-03-02T08:46:37.605757Z,7
1468706,2025-03-02T08:46:37.605689Z,2025-03-02T08:46:37.605713Z,24
1468707,2025-03-02T08:46:48.379573Z,2025-03-02T08:46:48.379592Z,19
1468708,2025-03-02T08:46:48.379606Z,2025-03-02T08:46:48.379611Z,5
1468709,2025-03-02T08:46:48.379621Z,2025-03-02T08:46:48.379626Z,5
1468710,2025-03-02T08:46:48.379634Z,2025-03-02T08:46:48.379639Z,5
1468711,2025-03-02T08:46:48.379647Z,2025-03-02T08:46:48.379652Z,5
1468712,2025-03-02T08:46:48.361846Z,2025-03-02T08:46:48.361878Z,32
1468713,2025-03-02T08:47:00.944651Z,2025-03-02T08:47:00.944675Z,24
1468714,2025-03-02T08:47:12.444428Z,2025-03-02T08:47:12.444448Z,20
1468715,2025-03-02T08:47:17.822360Z,2025-03-02T08:47:17.822379Z,19
1468716,2025-03-02T08:47:23.835422Z,2025-03-02T08:47:23.835444Z,22
1468717,2025-03-02T08:47:36.432962Z,2025-03-02T08:47:36.432969Z,7
1468718,2025-03-02T08:47:36.432922Z,2025-03-02T08:47:36.432944Z,22
1468719,2025-03-02T08:47:42.489246Z,2025-03-02T08:47:42.489253Z,7
1468720,2025-03-02T08:47:42.489262Z,2025-03-02T08:47:42.489267Z,5
1468721,2025-03-02T08:47:42.489280Z,2025-03-02T08:47:42.489286Z,6
1468722,2025-03-02T08:47:42.489294Z,2025-03-02T08:47:42.489299Z,5
1468723,2025-03-02T08:47:42.489205Z,2025-03-02T08:47:42.489230Z,25
1468724,2025-03-02T08:47:48.752718Z,2025-03-02T08:47:48.752739Z,21
1468725,2025-03-02T08:47:54.272632Z,2025-03-02T08:47:54.272655Z,23
1468726,2025-03-02T08:48:18.259136Z,2025-03-02T08:48:18.259163Z,27
1468727,2025-03-02T08:48:24.580679Z,2025-03-02T08:48:24.580689Z,10
1468728,2025-03-02T08:48:24.579078Z,2025-03-02T08:48:24.579097Z,19
1468729,2025-03-02T08:48:30.906189Z,2025-03-02T08:48:30.906196Z,7
1468730,2025-03-02T08:48:30.906206Z,2025-03-02T08:48:30.906211Z,5
1468731,2025-03-02T08:48:30.906150Z,2025-03-02T08:48:30.906171Z,21
1468732,2025-03-02T08:48:37.072238Z,2025-03-02T08:48:37.072253Z,15
1468733,2025-03-02T08:48:37.069016Z,2025-03-02T08:48:37.069036Z,20
1468734,2025-03-02T08:48:42.155688Z,2025-03-02T08:48:42.155708Z,20
1468735,2025-03-02T08:49:12.210452Z,2025-03-02T08:49:12.210458Z,6
1468736,2025-03-02T08:49:12.210468Z,2025-03-02T08:49:12.210474Z,6
1468737,2025-03-02T08:49:12.210482Z,2025-03-02T08:49:12.210487Z,5
1468738,2025-03-02T08:49:12.210494Z,2025-03-02T08:49:12.210498Z,4
1468739,2025-03-02T08:49:12.210505Z,2025-03-02T08:49:12.210509Z,4
1468740,2025-03-02T08:49:12.210414Z,2025-03-02T08:49:12.210433Z,19
1468741,2025-03-02T08:49:24.375789Z,2025-03-02T08:49:24.375812Z,23
1468742,2025-03-02T08:49:30.446032Z,2025-03-02T08:49:30.446052Z,20
1468743,2025-03-02T08:49:42.296236Z,2025-03-02T08:49:42.296242Z,6
1468744,2025-03-02T08:49:42.296187Z,2025-03-02T08:49:42.296218Z,31
1468745,2025-03-02T08:49:54.853609Z,2025-03-02T08:49:54.853635Z,26
1468746,2025-03-02T08:50:01.025375Z,2025-03-02T08:50:01.025382Z,7
1468747,2025-03-02T08:50:01.025391Z,2025-03-02T08:50:01.025396Z,5
1468748,2025-03-02T08:50:01.025335Z,2025-03-02T08:50:01.025357Z,22
1468749,2025-03-02T08:50:06.171850Z,2025-03-02T08:50:06.171869Z,19
1468750,2025-03-02T08:50:12.516271Z,2025-03-02T08:50:12.516294Z,23
1468751,2025-03-02T08:50:24.797944Z,2025-03-02T08:50:24.797972Z,28
1468752,2025-03-02T08:50:48.350591Z,2025-03-02T08:50:48.350598Z,7
1468753,2025-03-02T08:50:48.350547Z,2025-03-02T08:50:48.350573Z,26
1468754,2025-03-02T08:50:54.534403Z,2025-03-02T08:50:54.534409Z,6
1468755,2025-03-02T08:50:54.534419Z,2025-03-02T08:50:54.534424Z,5
1468756,2025-03-02T08:50:54.534366Z,2025-03-02T08:50:54.534385Z,19
1468757,2025-03-02T08:51:00.876228Z,2025-03-02T08:51:00.876262Z,34
1468758,2025-03-02T08:51:06.713744Z,2025-03-02T08:51:06.713751Z,7
1468759,2025-03-02T08:51:06.713760Z,2025-03-02T08:51:06.713765Z,5
1468760,2025-03-02T08:51:06.713709Z,2025-03-02T08:51:06.713729Z,20
1468761,2025-03-02T08:51:11.881953Z,2025-03-02T08:51:11.881984Z,31
1468762,2025-03-02T08:51:11.880256Z,2025-03-02T08:51:11.880277Z,21
1468763,2025-03-02T08:51:25.036318Z,2025-03-02T08:51:25.036326Z,8
1468764,2025-03-02T08:51:25.036336Z,2025-03-02T08:51:25.036341Z,5
1468765,2025-03-02T08:51:25.036273Z,2025-03-02T08:51:25.036294Z,21
1468766,2025-03-02T08:51:36.755828Z,2025-03-02T08:51:36.755835Z,7
1468767,2025-03-02T08:51:36.755789Z,2025-03-02T08:51:36.755811Z,22
1468768,2025-03-02T08:51:43.239227Z,2025-03-02T08:51:43.239234Z,7
1468769,2025-03-02T08:51:43.239184Z,2025-03-02T08:51:43.239209Z,25
1468770,2025-03-02T08:51:43.800341Z,2025-03-02T08:51:43.800349Z,8
1468771,2025-03-02T08:51:43.800360Z,2025-03-02T08:51:43.800366Z,6
1468772,2025-03-02T08:51:43.800283Z,2025-03-02T08:51:43.800321Z,38
1468773,2025-03-02T08:52:08.079044Z,2025-03-02T08:52:08.079059Z,15
1468774,2025-03-02T08:52:08.078825Z,2025-03-02T08:52:08.078847Z,22
1468775,2025-03-02T08:52:19.085918Z,2025-03-02T08:52:19.085946Z,28
1468776,2025-03-02T08:52:19.085967Z,2025-03-02T08:52:19.085975Z,8
1468777,2025-03-02T08:52:19.072580Z,2025-03-02T08:52:19.072609Z,29
1468778,2025-03-02T08:52:36.908429Z,2025-03-02T08:52:36.908441Z,12
1468779,2025-03-02T08:52:36.908468Z,2025-03-02T08:52:36.908474Z,6
1468780,2025-03-02T08:52:36.908140Z,2025-03-02T08:52:36.908166Z,26
1468781,2025-03-02T08:52:43.494780Z,2025-03-02T08:52:43.494788Z,8
1468782,2025-03-02T08:52:43.494733Z,2025-03-02T08:52:43.494755Z,22
1468783,2025-03-02T08:52:49.168193Z,2025-03-02T08:52:49.168212Z,19
1468784,2025-03-02T08:52:59.986969Z,2025-03-02T08:52:59.986995Z,26
1468785,2025-03-02T08:53:06.855379Z,2025-03-02T08:53:06.855386Z,7
1468786,2025-03-02T08:53:06.855395Z,2025-03-02T08:53:06.855400Z,5
1468787,2025-03-02T08:53:06.855336Z,2025-03-02T08:53:06.855361Z,25
1468788,2025-03-02T08:53:12.108469Z,2025-03-02T08:53:12.108475Z,6
1468789,2025-03-02T08:53:12.108484Z,2025-03-02T08:53:12.108490Z,6
1468790,2025-03-02T08:53:12.108429Z,2025-03-02T08:53:12.108451Z,22
1468791,2025-03-02T08:53:24.482333Z,2025-03-02T08:53:24.482340Z,7
1468792,2025-03-02T08:53:24.482285Z,2025-03-02T08:53:24.482304Z,19
1468793,2025-03-02T08:53:29.988343Z,2025-03-02T08:53:29.988363Z,20
1468794,2025-03-02T08:53:36.225104Z,2025-03-02T08:53:36.225111Z,7
1468795,2025-03-02T08:53:36.225122Z,2025-03-02T08:53:36.225127Z,5
1468796,2025-03-02T08:53:36.225134Z,2025-03-02T08:53:36.225139Z,5
1468797,2025-03-02T08:53:36.225146Z,2025-03-02T08:53:36.225152Z,6
1468798,2025-03-02T08:53:36.225051Z,2025-03-02T08:53:36.225072Z,21
1468799,2025-03-02T08:53:42.529008Z,2025-03-02T08:53:42.529014Z,6
1468800,2025-03-02T08:53:42.528969Z,2025-03-02T08:53:42.528990Z,21
1468801,2025-03-02T08:53:54.739329Z,2025-03-02T08:53:54.739336Z,7
1468802,2025-03-02T08:53:54.739275Z,2025-03-02T08:53:54.739297Z,22
1468803,2025-03-02T08:54:00.522158Z,2025-03-02T08:54:00.522165Z,7
1468804,2025-03-02T08:54:00.522174Z,2025-03-02T08:54:00.522179Z,5
1468805,2025-03-02T08:54:00.522118Z,2025-03-02T08:54:00.522142Z,24
1468806,2025-03-02T08:54:06.407037Z,2025-03-02T08:54:06.407057Z,20
1468807,2025-03-02T08:54:12.132063Z,2025-03-02T08:54:12.132087Z,24
1468808,2025-03-02T08:54:18.490380Z,2025-03-02T08:54:18.490386Z,6
1468809,2025-03-02T08:54:18.490395Z,2025-03-02T08:54:18.490400Z,5
1468810,2025-03-02T08:54:18.490425Z,2025-03-02T08:54:18.490430Z,5
1468811,2025-03-02T08:54:18.490342Z,2025-03-02T08:54:18.490360Z,18
1468812,2025-03-02T08:54:24.088965Z,2025-03-02T08:54:24.088985Z,20
1468813,2025-03-02T08:54:30.569658Z,2025-03-02T08:54:30.569672Z,14
1468814,2025-03-02T08:54:30.569435Z,2025-03-02T08:54:30.569466Z,31
1468815,2025-03-02T08:54:42.612471Z,2025-03-02T08:54:42.612495Z,24
1468816,2025-03-02T08:54:48.031444Z,2025-03-02T08:54:48.031451Z,7
1468817,2025-03-02T08:54:48.031405Z,2025-03-02T08:54:48.031428Z,23
1468818,2025-03-02T08:54:54.570454Z,2025-03-02T08:54:54.570461Z,7
1468819,2025-03-02T08:54:54.570470Z,2025-03-02T08:54:54.570476Z,6
1468820,2025-03-02T08:54:54.570413Z,2025-03-02T08:54:54.570437Z,24
1468821,2025-03-02T08:54:59.868566Z,2025-03-02T08:54:59.868572Z,6
1468822,2025-03-02T08:54:59.868523Z,2025-03-02T08:54:59.868549Z,26
1468823,2025-03-02T08:55:06.323439Z,2025-03-02T08:55:06.323467Z,28
1468824,2025-03-02T08:55:12.357013Z,2025-03-02T08:55:12.357019Z,6
1468825,2025-03-02T08:55:12.357028Z,2025-03-02T08:55:12.357034Z,6
1468826,2025-03-02T08:55:12.356975Z,2025-03-02T08:55:12.356994Z,19
1468827,2025-03-02T08:55:18.275996Z,2025-03-02T08:55:18.276015Z,19
1468828,2025-03-02T08:55:30.331464Z,2025-03-02T08:55:30.331471Z,7
1468829,2025-03-02T08:55:30.331422Z,2025-03-02T08:55:30.331447Z,25
1468830,2025-03-02T08:55:48.493422Z,2025-03-02T08:55:48.493429Z,7
1468831,2025-03-02T08:55:48.493378Z,2025-03-02T08:55:48.493403Z,25
1468832,2025-03-02T08:55:54.345147Z,2025-03-02T08:55:54.345154Z,7
1468833,2025-03-02T08:55:54.345105Z,2025-03-02T08:55:54.345131Z,26
1468834,2025-03-02T08:56:00.513457Z,2025-03-02T08:56:00.513464Z,7
1468835,2025-03-02T08:56:00.513394Z,2025-03-02T08:56:00.513424Z,30
1468836,2025-03-02T08:56:00.800662Z,2025-03-02T08:56:00.800668Z,6
1468837,2025-03-02T08:56:00.800678Z,2025-03-02T08:56:00.800682Z,4
1468838,2025-03-02T08:56:00.800616Z,2025-03-02T08:56:00.800646Z,30
1468839,2025-03-02T08:56:06.219687Z,2025-03-02T08:56:06.219694Z,7
1468840,2025-03-02T08:56:06.219654Z,2025-03-02T08:56:06.219670Z,16
1468841,2025-03-02T08:56:30.222132Z,2025-03-02T08:56:30.222140Z,8
1468842,2025-03-02T08:56:30.222152Z,2025-03-02T08:56:30.222157Z,5
1468843,2025-03-02T08:56:30.222091Z,2025-03-02T08:56:30.222110Z,19
1468844,2025-03-02T08:56:36.578783Z,2025-03-02T08:56:36.578789Z,6
1468845,2025-03-02T08:56:36.578800Z,2025-03-02T08:56:36.578807Z,7
1468846,2025-03-02T08:56:36.578817Z,2025-03-02T08:56:36.578821Z,4
1468847,2025-03-02T08:56:36.578829Z,2025-03-02T08:56:36.578834Z,5
1468848,2025-03-02T08:56:36.578731Z,2025-03-02T08:56:36.578750Z,19
1468849,2025-03-02T08:56:42.083400Z,2025-03-02T08:56:42.083425Z,25
1468850,2025-03-02T08:56:48.488800Z,2025-03-02T08:56:48.488821Z,21
1468851,2025-03-02T08:57:00.453039Z,2025-03-02T08:57:00.453045Z,6
1468852,2025-03-02T08:57:00.453001Z,2025-03-02T08:57:00.453021Z,20
1468853,2025-03-02T08:57:06.171183Z,2025-03-02T08:57:06.171203Z,20
1468854,2025-03-02T08:57:18.263860Z,2025-03-02T08:57:18.263880Z,20
1468855,2025-03-02T08:57:23.996650Z,2025-03-02T08:57:23.996658Z,8
1468856,2025-03-02T08:57:23.996612Z,2025-03-02T08:57:23.996632Z,20
1468857,2025-03-02T08:57:30.506614Z,2025-03-02T08:57:30.506621Z,7
1468858,2025-03-02T08:57:30.506630Z,2025-03-02T08:57:30.506636Z,6
1468859,2025-03-02T08:57:30.506571Z,2025-03-02T08:57:30.506596Z,25
1468860,2025-03-02T08:57:36.433441Z,2025-03-02T08:57:36.433447Z,6
1468861,2025-03-02T08:57:36.433457Z,2025-03-02T08:57:36.433463Z,6
1468862,2025-03-02T08:57:36.433471Z,2025-03-02T08:57:36.433476Z,5
1468863,2025-03-02T08:57:36.433403Z,2025-03-02T08:57:36.433425Z,22
